waterbody_name,taxa_name,ZIG_grouping,other_grouping,genus,species,invasive
AL,COPEPOD NAUPLII,nauplii,NA,NA,COPEPOD NAUPLII,NA
AL,CYCLOPOID,cyclopoid,NA,NA,CYCLOPOID,NA
AL,ACANTHOCYCLOPS VERNALIS,cyclopoid,NA,NA,ACANTHOCYCLOPS VERNALIS,NA
AL,DIACYCLOPS THOMASI,cyclopoid,NA,NA,DIACYCLOPS THOMASI,NA
AL,EUCYCLOPS ELEGANS,cyclopoid,NA,NA,EUCYCLOPS ELEGANS,NA
AL,MESOCYCLOPS EDAX,cyclopoid,NA,NA,MESOCYCLOPS EDAX,NA
AL,TROPOCYCLOPS PRASINUS MEXICANUS,cyclopoid,NA,NA,TROPOCYCLOPS PRASINUS MEXICANUS,NA
AL,CALANOID,calanoid,NA,NA,CALANOID,NA
AL,EPISCHURA LACUSTRIS,calanoid,NA,NA,EPISCHURA LACUSTRIS,NA
AL,DIAPTOMID,calanoid,NA,NA,DIAPTOMID,NA
AL,LEPTODIAPTOMUS MINUTUS,calanoid,NA,NA,LEPTODIAPTOMUS MINUTUS,NA
AL,SKISTODIAPTOMUS OREGONENSIS,calanoid,NA,NA,SKISTODIAPTOMUS OREGONENSIS,NA
AL,HARPACTICOID,harpacticoid,NA,NA,HARPACTICOID,NA
AL,ALONA,cladocera,NA,NA,ALONA,NA
AL,BOSMINIDAE,bosmina,NA,NA,BOSMINIDAE,NA
AL,CERIODAPHNIA,cladocera,NA,NA,CERIODAPHNIA,NA
AL,CERIODAPHNIA LACUSTRIS,cladocera,NA,NA,CERIODAPHNIA LACUSTRIS,NA
AL,CHYDORUS,cladocera,NA,NA,CHYDORUS,NA
AL,DAPHNIA,daphnia,NA,NA,DAPHNIA,NA
AL,DAPHNIA AMBIGUA,daphnia,NA,NA,DAPHNIA AMBIGUA,NA
AL,DAPHNIA DUBIA,daphnia,NA,NA,DAPHNIA DUBIA,NA
AL,DAPHNIA MENDOTAE,daphnia,NA,NA,DAPHNIA MENDOTAE,NA
AL,DAPHNIA LONGIREMIS,daphnia,NA,NA,DAPHNIA LONGIREMIS,NA
AL,DAPHNIA PARVULA,daphnia,NA,NA,DAPHNIA PARVULA,NA
AL,DAPHNIA RETROCURVA,daphnia,NA,NA,DAPHNIA RETROCURVA,NA
AL,DAPHNIA DENTIFERA,daphnia,NA,NA,DAPHNIA DENTIFERA,NA
AL,DAPHNIA PULICARIA,daphnia,NA,NA,DAPHNIA PULICARIA,NA
AL,DIAPHANOSOMA BIRGEI,daphnia,NA,NA,DIAPHANOSOMA BIRGEI,NA
AL,HOLOPEDIUM GIBBERUM,cladocera,NA,NA,HOLOPEDIUM GIBBERUM,NA
AL,ANURAEOPSIS FISSA,rotifer,NA,NA,ANURAEOPSIS FISSA,NA
AL,ASCOMORPHA,rotifer,NA,NA,ASCOMORPHA,NA
AL,ASCOMORPHA ECAUDIS,rotifer,NA,NA,ASCOMORPHA ECAUDIS,NA
AL,ASCOMORPHA OVALIS,rotifer,NA,NA,ASCOMORPHA OVALIS,NA
AL,ASCOMORPHA SALTANS,rotifer,NA,NA,ASCOMORPHA SALTANS,NA
AL,ASPLANCHNA,rotifer,NA,NA,ASPLANCHNA,NA
AL,BRACHIONUS,rotifer,NA,NA,BRACHIONUS,NA
AL,COLLOTHECA,rotifer,NA,NA,COLLOTHECA,NA
AL,COLLOTHECA MUTABILIS,rotifer,NA,NA,COLLOTHECA MUTABILIS,NA
AL,CONOCHILOIDES,rotifer,NA,NA,CONOCHILOIDES,NA
AL,CONOCHILUS,rotifer,NA,NA,CONOCHILUS,NA
AL,EUCHLANIS,rotifer,NA,NA,EUCHLANIS,NA
AL,EUCHLANIS PELLUCIDA,rotifer,NA,NA,EUCHLANIS PELLUCIDA,NA
AL,FILINIA TERMINALIS,rotifer,NA,NA,FILINIA TERMINALIS,NA
AL,GASTROPUS,rotifer,NA,NA,GASTROPUS,NA
AL,GASTROPUS HYPTOPUS,rotifer,NA,NA,GASTROPUS HYPTOPUS,NA
AL,GASTROPUS STYLIFER,rotifer,NA,NA,GASTROPUS STYLIFER,NA
AL,HEXARTHRA,rotifer,NA,NA,HEXARTHRA,NA
AL,KELLICOTTIA BOSTONIENSIS,rotifer,NA,NA,KELLICOTTIA BOSTONIENSIS,NA
AL,KELLICOTTIA LONGISPINA,rotifer,NA,NA,KELLICOTTIA LONGISPINA,NA
AL,KERATELLA,rotifer,NA,NA,KERATELLA,NA
AL,KERATELLA COCHLEARIS,rotifer,NA,NA,KERATELLA COCHLEARIS,NA
AL,KERATELLA CRASSA,rotifer,NA,NA,KERATELLA CRASSA,NA
AL,KERATELLA EARLINAE,rotifer,NA,NA,KERATELLA EARLINAE,NA
AL,KERATELLA HIEMALIS,rotifer,NA,NA,KERATELLA HIEMALIS,NA
AL,KERATELLA QUADRATA,rotifer,NA,NA,KERATELLA QUADRATA,NA
AL,KERATELLA SERRULATA,rotifer,NA,NA,KERATELLA SERRULATA,NA
AL,KERATELLA TAUROCEPHALA,rotifer,NA,NA,KERATELLA TAUROCEPHALA,NA
AL,LECANE,rotifer,NA,NA,LECANE,NA
AL,LECANE INERMIS,rotifer,NA,NA,LECANE INERMIS,NA
AL,LECANE TENUISETA,rotifer,NA,NA,LECANE TENUISETA,NA
AL,LEPADELLA,rotifer,NA,NA,LEPADELLA,NA
AL,LEPADELLA PATELLA,rotifer,NA,NA,LEPADELLA PATELLA,NA
AL,MONOSTYLA,rotifer,NA,NA,MONOSTYLA,NA
AL,MONOSTYLA LUNARIS,rotifer,NA,NA,MONOSTYLA LUNARIS,NA
AL,MONOSTYLA OBTUSA,rotifer,NA,NA,MONOSTYLA OBTUSA,NA
AL,NOTHOLCA ACUMINATA,rotifer,NA,NA,NOTHOLCA ACUMINATA,NA
AL,NOTHOLCA FOLIACEA,rotifer,NA,NA,NOTHOLCA FOLIACEA,NA
AL,NOTHOLCA MICHIGANENSIS,rotifer,NA,NA,NOTHOLCA MICHIGANENSIS,NA
AL,NOTHOLCA SQUAMULA,rotifer,NA,NA,NOTHOLCA SQUAMULA,NA
AL,PLOESOMA,rotifer,NA,NA,PLOESOMA,NA
AL,PLOESOMA HUDSONI,rotifer,NA,NA,PLOESOMA HUDSONI,NA
AL,PLOESOMA LENTICULARE,rotifer,NA,NA,PLOESOMA LENTICULARE,NA
AL,POLYARTHRA,rotifer,NA,NA,POLYARTHRA,NA
AL,POLYARTHRA DOLICHOPTERA,rotifer,NA,NA,POLYARTHRA DOLICHOPTERA,NA
AL,POLYARTHRA EURYPTERA,rotifer,NA,NA,POLYARTHRA EURYPTERA,NA
AL,POLYARTHRA MAJOR,rotifer,NA,NA,POLYARTHRA MAJOR,NA
AL,POLYARTHRA REMATA,rotifer,NA,NA,POLYARTHRA REMATA,NA
AL,POLYARTHRA VULGARIS,rotifer,NA,NA,POLYARTHRA VULGARIS,NA
AL,POMPHOLYX,rotifer,NA,NA,POMPHOLYX,NA
AL,SYNCHAETA,rotifer,NA,NA,SYNCHAETA,NA
AL,TRICHOCERCA,rotifer,NA,NA,TRICHOCERCA,NA
AL,TRICHOCERCA BIROSTRIS,rotifer,NA,NA,TRICHOCERCA BIROSTRIS,NA
AL,TRICHOCERCA CYLINDRICA,rotifer,NA,NA,TRICHOCERCA CYLINDRICA,NA
AL,TRICHOCERCA MULTICRINIS,rotifer,NA,NA,TRICHOCERCA MULTICRINIS,NA
AL,TRICHOCERCA PORCELLUS,rotifer,NA,NA,TRICHOCERCA PORCELLUS,NA
AL,TRICHOCERCA PUSILLA,rotifer,NA,NA,TRICHOCERCA PUSILLA,NA
AL,TRICHOCERCA ROUSSELETI,rotifer,NA,NA,TRICHOCERCA ROUSSELETI,NA
AL,TRICHOCERCA SIMILIS,rotifer,NA,NA,TRICHOCERCA SIMILIS,NA
AL,TRICHOTRIA,rotifer,NA,NA,TRICHOTRIA,NA
AL,UNKNOWN ROTIFER,unknown,NA,NA,UNKNOWN ROTIFER,NA
BM,COPEPOD NAUPLII,nauplii,NA,NA,COPEPOD NAUPLII,NA
BM,CYCLOPOID,cyclopoid,NA,NA,CYCLOPOID,NA
BM,ACANTHOCYCLOPS VERNALIS,cyclopoid,NA,NA,ACANTHOCYCLOPS VERNALIS,NA
BM,DIACYCLOPS THOMASI,cyclopoid,NA,NA,DIACYCLOPS THOMASI,NA
BM,EUCYCLOPS,cyclopoid,NA,NA,EUCYCLOPS,NA
BM,EUCYCLOPS ELEGANS,cyclopoid,NA,NA,EUCYCLOPS ELEGANS,NA
BM,MESOCYCLOPS EDAX,cyclopoid,NA,NA,MESOCYCLOPS EDAX,NA
BM,ORTHOCYCLOPS MODESTUS,cyclopoid,NA,NA,ORTHOCYCLOPS MODESTUS,NA
BM,TROPOCYCLOPS PRASINUS MEXICANUS,cyclopoid,NA,NA,TROPOCYCLOPS PRASINUS MEXICANUS,NA
BM,CALANOID,calanoid,NA,NA,CALANOID,NA
BM,EPISCHURA LACUSTRIS,calanoid,NA,NA,EPISCHURA LACUSTRIS,NA
BM,DIAPTOMID,calanoid,NA,NA,DIAPTOMID,NA
BM,LEPTODIAPTOMUS MINUTUS,calanoid,NA,NA,LEPTODIAPTOMUS MINUTUS,NA
BM,SKISTODIAPTOMUS OREGONENSIS,calanoid,NA,NA,SKISTODIAPTOMUS OREGONENSIS,NA
BM,SKISTODIAPTOMUS PALLIDUS,calanoid,NA,NA,SKISTODIAPTOMUS PALLIDUS,NA
BM,CLADOCERAN,cladocera,NA,NA,CLADOCERAN,NA
BM,ALONA,cladocera,NA,NA,ALONA,NA
BM,BOSMINIDAE,bosmina,NA,NA,BOSMINIDAE,NA
BM,CERIODAPHNIA,cladocera,NA,NA,CERIODAPHNIA,NA
BM,CHYDORUS,cladocera,NA,NA,CHYDORUS,NA
BM,DAPHNIA,daphnia,NA,NA,DAPHNIA,NA
BM,DAPHNIA AMBIGUA,daphnia,NA,NA,DAPHNIA AMBIGUA,NA
BM,DAPHNIA DUBIA,daphnia,NA,NA,DAPHNIA DUBIA,NA
BM,DAPHNIA MENDOTAE,daphnia,NA,NA,DAPHNIA MENDOTAE,NA
BM,DAPHNIA LONGIREMIS,daphnia,NA,NA,DAPHNIA LONGIREMIS,NA
BM,DAPHNIA PARVULA,daphnia,NA,NA,DAPHNIA PARVULA,NA
BM,DAPHNIA RETROCURVA,daphnia,NA,NA,DAPHNIA RETROCURVA,NA
BM,DAPHNIA DENTIFERA,daphnia,NA,NA,DAPHNIA DENTIFERA,NA
BM,DAPHNIA PULICARIA,daphnia,NA,NA,DAPHNIA PULICARIA,NA
BM,DIAPHANOSOMA,daphnia,NA,NA,DIAPHANOSOMA,NA
BM,DIAPHANOSOMA BIRGEI,daphnia,NA,NA,DIAPHANOSOMA BIRGEI,NA
BM,HOLOPEDIUM,cladocera,NA,NA,HOLOPEDIUM,NA
BM,HOLOPEDIUM GIBBERUM,cladocera,NA,NA,HOLOPEDIUM GIBBERUM,NA
BM,ANURAEOPSIS,rotifer,NA,NA,ANURAEOPSIS,NA
BM,ASCOMORPHA,rotifer,NA,NA,ASCOMORPHA,NA
BM,ASCOMORPHA ECAUDIS,rotifer,NA,NA,ASCOMORPHA ECAUDIS,NA
BM,ASCOMORPHA OVALIS,rotifer,NA,NA,ASCOMORPHA OVALIS,NA
BM,ASPLANCHNA,rotifer,NA,NA,ASPLANCHNA,NA
BM,BRACHIONUS,rotifer,NA,NA,BRACHIONUS,NA
BM,CEPHALODELLA,rotifer,NA,NA,CEPHALODELLA,NA
BM,COLLOTHECA,rotifer,NA,NA,COLLOTHECA,NA
BM,COLLOTHECA MUTABILIS,rotifer,NA,NA,COLLOTHECA MUTABILIS,NA
BM,CONOCHILOIDES,rotifer,NA,NA,CONOCHILOIDES,NA
BM,CONOCHILUS,rotifer,NA,NA,CONOCHILUS,NA
BM,CONOCHILUS UNICORNIS,rotifer,NA,NA,CONOCHILUS UNICORNIS,NA
BM,FILINIA,rotifer,NA,NA,FILINIA,NA
BM,FILINIA TERMINALIS,rotifer,NA,NA,FILINIA TERMINALIS,NA
BM,GASTROPUS,rotifer,NA,NA,GASTROPUS,NA
BM,GASTROPUS HYPTOPUS,rotifer,NA,NA,GASTROPUS HYPTOPUS,NA
BM,GASTROPUS STYLIFER,rotifer,NA,NA,GASTROPUS STYLIFER,NA
BM,KELLICOTTIA BOSTONIENSIS,rotifer,NA,NA,KELLICOTTIA BOSTONIENSIS,NA
BM,KELLICOTTIA LONGISPINA,rotifer,NA,NA,KELLICOTTIA LONGISPINA,NA
BM,KERATELLA,rotifer,NA,NA,KERATELLA,NA
BM,KERATELLA COCHLEARIS,rotifer,NA,NA,KERATELLA COCHLEARIS,NA
BM,KERATELLA COCHLEARIS F. TECTA,rotifer,NA,NA,KERATELLA COCHLEARIS F. TECTA,NA
BM,KERATELLA CRASSA,rotifer,NA,NA,KERATELLA CRASSA,NA
BM,KERATELLA EARLINAE,rotifer,NA,NA,KERATELLA EARLINAE,NA
BM,KERATELLA HIEMALIS,rotifer,NA,NA,KERATELLA HIEMALIS,NA
BM,KERATELLA QUADRATA,rotifer,NA,NA,KERATELLA QUADRATA,NA
BM,KERATELLA TAUROCEPHALA,rotifer,NA,NA,KERATELLA TAUROCEPHALA,NA
BM,KERATELLA TESTUDO,rotifer,NA,NA,KERATELLA TESTUDO,NA
BM,KERATELLA TICINENSIS,rotifer,NA,NA,KERATELLA TICINENSIS,NA
BM,LECANE,rotifer,NA,NA,LECANE,NA
BM,LECANE INERMIS,rotifer,NA,NA,LECANE INERMIS,NA
BM,LECANE LEONTINA,rotifer,NA,NA,LECANE LEONTINA,NA
BM,LECANE TENUISETA,rotifer,NA,NA,LECANE TENUISETA,NA
BM,LEPADELLA,rotifer,NA,NA,LEPADELLA,NA
BM,MANFREDIUM EUDACTYLOTUM,rotifer,NA,NA,MANFREDIUM EUDACTYLOTUM,NA
BM,MONOSTYLA,rotifer,NA,NA,MONOSTYLA,NA
BM,MONOSTYLA LUNARIS,rotifer,NA,NA,MONOSTYLA LUNARIS,NA
BM,MONOSTYLA OBTUSA,rotifer,NA,NA,MONOSTYLA OBTUSA,NA
BM,NOTHOLCA,rotifer,NA,NA,NOTHOLCA,NA
BM,NOTHOLCA FOLIACEA,rotifer,NA,NA,NOTHOLCA FOLIACEA,NA
BM,NOTHOLCA LABIS,rotifer,NA,NA,NOTHOLCA LABIS,NA
BM,NOTHOLCA MICHIGANENSIS,rotifer,NA,NA,NOTHOLCA MICHIGANENSIS,NA
BM,PLOESOMA,rotifer,NA,NA,PLOESOMA,NA
BM,PLOESOMA HUDSONI,rotifer,NA,NA,PLOESOMA HUDSONI,NA
BM,PLOESOMA LENTICULARE,rotifer,NA,NA,PLOESOMA LENTICULARE,NA
BM,PLOESOMA TRUNCATUM,rotifer,NA,NA,PLOESOMA TRUNCATUM,NA
BM,POLYARTHRA,rotifer,NA,NA,POLYARTHRA,NA
BM,POLYARTHRA DOLICHOPTERA,rotifer,NA,NA,POLYARTHRA DOLICHOPTERA,NA
BM,POLYARTHRA EURYPTERA,rotifer,NA,NA,POLYARTHRA EURYPTERA,NA
BM,POLYARTHRA MAJOR,rotifer,NA,NA,POLYARTHRA MAJOR,NA
BM,POLYARTHRA REMATA,rotifer,NA,NA,POLYARTHRA REMATA,NA
BM,POLYARTHRA VULGARIS,rotifer,NA,NA,POLYARTHRA VULGARIS,NA
BM,POMPHOLYX,rotifer,NA,NA,POMPHOLYX,NA
BM,SYNCHAETA,rotifer,NA,NA,SYNCHAETA,NA
BM,TRICHOCERCA,rotifer,NA,NA,TRICHOCERCA,NA
BM,TRICHOCERCA BIROSTRIS,rotifer,NA,NA,TRICHOCERCA BIROSTRIS,NA
BM,TRICHOCERCA CYLINDRICA,rotifer,NA,NA,TRICHOCERCA CYLINDRICA,NA
BM,TRICHOCERCA MULTICRINIS,rotifer,NA,NA,TRICHOCERCA MULTICRINIS,NA
BM,TRICHOCERCA ROUSSELETI,rotifer,NA,NA,TRICHOCERCA ROUSSELETI,NA
BM,TRICHOCERCA SIMILIS,rotifer,NA,NA,TRICHOCERCA SIMILIS,NA
BM,TRICHOTRIA,rotifer,NA,NA,TRICHOTRIA,NA
BM,CHAOBORUS,chaoborus,NA,NA,CHAOBORUS,NA
BM,UNKNOWN ROTIFER,unknown,NA,NA,UNKNOWN ROTIFER,NA
CB,COPEPOD NAUPLII,nauplii,NA,NA,COPEPOD NAUPLII,NA
CB,CYCLOPOID,cyclopoid,NA,NA,CYCLOPOID,NA
CB,ACANTHOCYCLOPS VERNALIS,cyclopoid,NA,NA,ACANTHOCYCLOPS VERNALIS,NA
CB,DIACYCLOPS THOMASI,cyclopoid,NA,NA,DIACYCLOPS THOMASI,NA
CB,EUCYCLOPS ELEGANS,cyclopoid,NA,NA,EUCYCLOPS ELEGANS,NA
CB,MESOCYCLOPS EDAX,cyclopoid,NA,NA,MESOCYCLOPS EDAX,NA
CB,ORTHOCYCLOPS MODESTUS,cyclopoid,NA,NA,ORTHOCYCLOPS MODESTUS,NA
CB,PARACYCLOPS FIMBRIATUS POPPEI,cyclopoid,NA,NA,PARACYCLOPS FIMBRIATUS POPPEI,NA
CB,TROPOCYCLOPS PRASINUS MEXICANUS,cyclopoid,NA,NA,TROPOCYCLOPS PRASINUS MEXICANUS,NA
CB,ERGASILUS,cyclopoid,NA,NA,ERGASILUS,NA
CB,CALANOID,calanoid,NA,NA,CALANOID,NA
CB,LEPTODIAPTOMUS MINUTUS,calanoid,NA,NA,LEPTODIAPTOMUS MINUTUS,NA
CB,SKISTODIAPTOMUS OREGONENSIS,calanoid,NA,NA,SKISTODIAPTOMUS OREGONENSIS,NA
CB,CLADOCERAN,cladocera,NA,NA,CLADOCERAN,NA
CB,ACROPERUS HARPAE,cladocera,NA,NA,ACROPERUS HARPAE,NA
CB,ALONA,cladocera,NA,NA,ALONA,NA
CB,ALONA KARUA,cladocera,NA,NA,ALONA KARUA,NA
CB,BOSMINIDAE,bosmina,NA,NA,BOSMINIDAE,NA
CB,CHYDORUS,cladocera,NA,NA,CHYDORUS,NA
CB,DAPHNIA,daphnia,NA,NA,DAPHNIA,NA
CB,DAPHNIA MENDOTAE,daphnia,NA,NA,DAPHNIA MENDOTAE,NA
CB,DAPHNIA RETROCURVA,daphnia,NA,NA,DAPHNIA RETROCURVA,NA
CB,DAPHNIA DENTIFERA,daphnia,NA,NA,DAPHNIA DENTIFERA,NA
CB,DAPHNIA PULICARIA,daphnia,NA,NA,DAPHNIA PULICARIA,NA
CB,DIAPHANOSOMA,daphnia,NA,NA,DIAPHANOSOMA,NA
CB,DIAPHANOSOMA BIRGEI,daphnia,NA,NA,DIAPHANOSOMA BIRGEI,NA
CB,HOLOPEDIUM,cladocera,NA,NA,HOLOPEDIUM,NA
CB,HOLOPEDIUM GIBBERUM,cladocera,NA,NA,HOLOPEDIUM GIBBERUM,NA
CB,ILYOCRYPTUS SPINIFER,cladocera,NA,NA,ILYOCRYPTUS SPINIFER,NA
CB,OPHRYOXUS GRACILIS,cladocera,NA,NA,OPHRYOXUS GRACILIS,NA
CB,SCAPHOLEBERIS,cladocera,NA,NA,SCAPHOLEBERIS,NA
CB,ASCOMORPHA,rotifer,NA,NA,ASCOMORPHA,NA
CB,ASCOMORPHA ECAUDIS,rotifer,NA,NA,ASCOMORPHA ECAUDIS,NA
CB,ASCOMORPHA OVALIS,rotifer,NA,NA,ASCOMORPHA OVALIS,NA
CB,ASCOMORPHA SALTANS,rotifer,NA,NA,ASCOMORPHA SALTANS,NA
CB,ASPLANCHNA,rotifer,NA,NA,ASPLANCHNA,NA
CB,BRACHIONUS,rotifer,NA,NA,BRACHIONUS,NA
CB,BRACHIONUS QUADRIDENTATUS,rotifer,NA,NA,BRACHIONUS QUADRIDENTATUS,NA
CB,CEPHALODELLA,rotifer,NA,NA,CEPHALODELLA,NA
CB,COLURELLA,rotifer,NA,NA,COLURELLA,NA
CB,CONOCHILOIDES,rotifer,NA,NA,CONOCHILOIDES,NA
CB,CONOCHILUS,rotifer,NA,NA,CONOCHILUS,NA
CB,CONOCHILUS UNICORNIS,rotifer,NA,NA,CONOCHILUS UNICORNIS,NA
CB,ENCENTRUM,rotifer,NA,NA,ENCENTRUM,NA
CB,EUCHLANIS,rotifer,NA,NA,EUCHLANIS,NA
CB,EUCHLANIS PELLUCIDA,rotifer,NA,NA,EUCHLANIS PELLUCIDA,NA
CB,FILINIA,rotifer,NA,NA,FILINIA,NA
CB,FILINIA TERMINALIS,rotifer,NA,NA,FILINIA TERMINALIS,NA
CB,GASTROPUS,rotifer,NA,NA,GASTROPUS,NA
CB,GASTROPUS HYPTOPUS,rotifer,NA,NA,GASTROPUS HYPTOPUS,NA
CB,GASTROPUS STYLIFER,rotifer,NA,NA,GASTROPUS STYLIFER,NA
CB,KELLICOTTIA,rotifer,NA,NA,KELLICOTTIA,NA
CB,KELLICOTTIA BOSTONIENSIS,rotifer,NA,NA,KELLICOTTIA BOSTONIENSIS,NA
CB,KELLICOTTIA LONGISPINA,rotifer,NA,NA,KELLICOTTIA LONGISPINA,NA
CB,KERATELLA,rotifer,NA,NA,KERATELLA,NA
CB,KERATELLA COCHLEARIS,rotifer,NA,NA,KERATELLA COCHLEARIS,NA
CB,KERATELLA COCHLEARIS F. TECTA,rotifer,NA,NA,KERATELLA COCHLEARIS F. TECTA,NA
CB,KERATELLA CRASSA,rotifer,NA,NA,KERATELLA CRASSA,NA
CB,KERATELLA EARLINAE,rotifer,NA,NA,KERATELLA EARLINAE,NA
CB,KERATELLA HIEMALIS,rotifer,NA,NA,KERATELLA HIEMALIS,NA
CB,KERATELLA QUADRATA,rotifer,NA,NA,KERATELLA QUADRATA,NA
CB,KERATELLA SERRULATA,rotifer,NA,NA,KERATELLA SERRULATA,NA
CB,KERATELLA TAUROCEPHALA,rotifer,NA,NA,KERATELLA TAUROCEPHALA,NA
CB,KERATELLA TESTUDO,rotifer,NA,NA,KERATELLA TESTUDO,NA
CB,KERATELLA TICINENSIS,rotifer,NA,NA,KERATELLA TICINENSIS,NA
CB,LECANE,rotifer,NA,NA,LECANE,NA
CB,LECANE INERMIS,rotifer,NA,NA,LECANE INERMIS,NA
CB,LECANE MIRA,rotifer,NA,NA,LECANE MIRA,NA
CB,LECANE TENUISETA,rotifer,NA,NA,LECANE TENUISETA,NA
CB,LEPADELLA,rotifer,NA,NA,LEPADELLA,NA
CB,LEPADELLA PATELLA,rotifer,NA,NA,LEPADELLA PATELLA,NA
CB,MANFREDIUM,rotifer,NA,NA,MANFREDIUM,NA
CB,MANFREDIUM EUDACTYLOTUM,rotifer,NA,NA,MANFREDIUM EUDACTYLOTUM,NA
CB,MONOMMATA,rotifer,NA,NA,MONOMMATA,NA
